Quote on 1/12/16 15:53:16

NYSE
Symbol,Last,,Quote Trend,%Change,Volume,Net Chng,Bid,Ask,BS,AS,Open,High,Low,52High,52Low,Shares,Description
COL,88.81,Range Bound,"instrument=COL
trend=[null, GREEN_OVER_RED, RED_OVER_GREEN, GREEN, null, null, null, null, null, null]
headPointer=3
separatorPointer=3
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.68%,"698,700",+1.47,86.36,92.78,2,2,88.30,88.96,87.35,99.37,78.15,"131,444,668",ROCKWELL COLLINS COM
COO,127.60,Range Bound,"instrument=COO
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.05%,"385,505",-.06,125.00,139.25,1,1,128.48,129.97,126.32,190.00,121.01,"48,274,926",COOPER COS INC COM NEW
COP,40.25,Downtrend,"instrument=COP
trend=[GREEN, RED, RED_OVER_GREEN, RED, RED, RED, RED, GREEN, RED, GREEN]
headPointer=7
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-2.12%,"16,776,752",-.87,39.98,40.13,1,1,41.87,42.04,39.13,70.11,40.60,"1,234,641,990",CONOCOPHILLIPS CORP COM
COR,57.21,Range Bound,"instrument=COR
trend=[null, RED_OVER_GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.60%,"296,199",+.34,55.01,62.06,2,2,57.24,57.28,56.43,60.10,41.47,"26,643,508",CORESITE REALTY CORP COM
CORpA,26.4501,N/A,"instrument=CORpA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.61%,"1,262",+.1591,26.02,26.68,1,0,26.32,26.4501,26.32,28.00,25.0488,0,CORESITE REALTY CORP REIT
CORR,15.82,Uptrend,"instrument=CORR
trend=[null, RED, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.75%,"197,241",-.12,14.01,18.50,3,2,16.32,16.4999,15.3799,35.75,13.53,"11,925,988",CORENERGY INFRASTRUCTURE TRUST COM
COT,10.84,Range Bound,"instrument=COT
trend=[null, GREEN_OVER_RED, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.65%,"439,789",+.07,8.99,11.30,1,1,10.83,11.02,10.63,11.87,7.27,"109,689,642",COTT CORP QUE COM
COTY,23.15,Downtrend,"instrument=COTY
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+1.76%,"1,818,563",+.40,19.17,27.02,1,1,23.07,23.31,21.85,32.72,18.33,"347,063,750",COTY INC COM CL A
COV,<empty>,N/A,"instrument=COV
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,COVIDIEN PLC MRG $35.19 & .956:1 1/27/15
COY,<empty>,N/A,"instrument=COY
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,BLACKROCK CORP HIGH YIELD FD EXC .5963:1 11/18/13 09255P107
CP,111.26,Downtrend,"instrument=CP
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.48%,"861,659",-.54,100.50,148.52,1,1,112.76,114.28,109.93,198.44,109.09,"152,911,450",CANADIAN PAC RAILWAY LTD COM
CPA,44.12,Downtrend,"instrument=CPA
trend=[null, RED_OVER_GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-1.96%,"959,925",-.88,41.85,47.32,3,3,45.22,45.48,42.61,121.25,39.03,"43,415,478",COPA HOLDINGS SA COM
CPAC,6.64,N/A,"instrument=CPAC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+3.11%,"9,577",+.20,6.64,6.68,4,2,6.50,6.75,6.50,8.99,5.23,"116,392,920",CEMENTOS PACASMAYO SAA ADR
CPB,53.48,Range Bound,"instrument=CPB
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+4.05%,"3,474,914",+2.08,53.19,56.98,6,1,51.87,53.54,51.65,55.08,44.45,"310,030,540",CAMPBELL SOUP CO COM
CPE,6.44,Downtrend,"instrument=CPE
trend=[null, GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.74%,"2,161,861",+.11,5.86,7.15,14,20,6.87,7.11,6.095,10.18,4.66,"80,087,148",CALLON PETROLEUM COMPANY CM
CPEpA,36.77,N/A,"instrument=CPEpA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-5.09%,"54,221",-1.97,35.00,37.27,1,0,38.98,38.98,35.16,50.8895,38.1042,0,CALLON PETROLEUM COMPANY PFD SER A 10%
CPF,20.42,Range Bound,"instrument=CPF
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.94%,"220,417",+.19,16.94,22.70,1,1,20.38,20.43,19.89,25.34,18.89,"31,330,644",CENTRAL PACIFIC FINANCIAL CORP COM
CPK,55.19,Range Bound,"instrument=CPK
trend=[null, RED, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.38%,"123,958",+.75,52.00,59.83,1,2,54.77,55.36,54.13,61.13,44.37,"15,268,158",CHESAPEAKE UTILS CORP COM
CPL,6.94,Range Bound,"instrument=CPL
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.43%,"296,959",-.03,6.88,8.11,4,1,7.15,7.15,6.88,14.118969,6.57,"496,507,110",CPFL ENERGIA SA ADR
CPN,13.69,Range Bound,"instrument=CPN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-5.00%,"6,493,497",-.72,13.60,13.69,4,1,14.47,14.56,13.67,23.505,11.745,"356,841,900",CALPINE INC COM
CPT,74.60,Range Bound,"instrument=CPT
trend=[null, RED_OVER_GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.52%,"519,095",-.39,71.97,77.64,3,3,75.48,75.77,74.135,81.41,67.27,"86,861,188",CAMDEN PPTY TR SH BEN INT
CpQ,<empty>,N/A,"instrument=CpQ
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,CITIGROUP CAPITAL XI PFD CALLABLE 6%
CQB,<empty>,N/A,"instrument=CQB
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,CHIQUITA BRANDS INTL INC CSH MRG $14.50 1/7/15
CR,46.32,Range Bound,"instrument=CR
trend=[null, RED_OVER_GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.39%,"364,298",+.18,42.39,50.27,3,3,46.64,47.04,45.49,70.47,44.86,"58,064,422",CRANE CO COM
CpR,<empty>,N/A,"instrument=CpR
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,CITIGROUP CAPITAL 6.10% TRUPS CALLABLE
CRD/B,4.72,N/A,"instrument=CRD/B
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-1.46%,"39,351",-.07,4.70,22.88,3,185,4.85,4.91,4.66,10.17,4.69,"55,067,574",CRAWFORD & CO COM
CRH,26.98,Range Bound,"instrument=CRH
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.15%,"382,242",+.04,22.37,31.58,1,1,27.17,27.20,26.65,30.95,22.515,"822,314,400",CRH PLC SPON ADR
CRI,92.70,Range Bound,"instrument=CRI
trend=[null, RED_OVER_GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.67%,"548,941",+.62,89.23,94.34,2,2,93.61,93.83,90.92,109.53,79.85,"51,990,421",CARTER HOLDINGS COM
CRK,1.11,Downtrend,"instrument=CRK
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-11.20%,"1,038,643",-.14,1.09,1.13,10,4,1.31,1.33,1.10,6.84,.9932,"47,720,176",COMSTOCK RESOURCES INC CM
CRL,76.65,Range Bound,"instrument=CRL
trend=[null, RED, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.99%,"597,742",+.75,74.00,80.73,5,1,76.43,78.14,75.19,84.69,59.99,"46,623,582",CHARLES RIVER LABORATORIES INC COM
CRM,74.46,Range Bound,"instrument=CRM
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+1.75%,"4,077,763",+1.28,74.20,75.54,5,1,73.97,75.28,73.05,82.90,54.95,"664,000,000",SALESFORCE.COM INC COM
CRR,15.88,Range Bound,"instrument=CRR
trend=[null, GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.83%,"1,326,898",+.13,13.20,16.31,1,1,16.03,16.12,15.19,47.04,14.77,"23,285,994",CARBO CERAMICS INC COM
CRS,25.60,Range Bound,"instrument=CRS
trend=[null, RED, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.27%,"608,824",-.07,24.78,29.96,1,3,26.00,26.03,24.95,45.42,25.57,"49,121,273",CARPENTER TECHNOLOGY CORP COM
CRT,12.21,N/A,"instrument=CRT
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-2.48%,"30,912",-.31,12.00,13.00,0,2,12.67,12.999,12.00,23.39,12.01,"6,000,000",CROSS TIMBERS RTY TR A TR UNIT
CRY,9.92,Range Bound,"instrument=CRY
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.30%,"71,811",+.03,9.92,14.00,0,3,9.99,10.15,9.68,12.29,9.41,"28,454,868",CRYOLIFE INC COM
CS,19.85,Range Bound,"instrument=CS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.40%,"1,233,876",+.08,19.79,19.85,2,3,19.98,20.05,19.66,29.991,19.56,"1,662,023,500",CREDIT SUISSE GROUP SPONS ADR
CpS,<empty>,N/A,"instrument=CpS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,CITIGROUP CAPITAL IX PFD
CSC,29.81,Range Bound,"instrument=CSC
trend=[null, GREEN_OVER_RED, RED_OVER_GREEN, null, null, null, null, null, null, null]
headPointer=2
separatorPointer=2
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.81%,"1,705,807",+.24,29.28,31.23,2,2,29.80,30.00,29.34,42.092096,29.09,"138,783,910",COMPUTER SCIENCES CORP COM
CSE,<empty>,N/A,"instrument=CSE
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,CAPITALSOURCE INC CSH&STK 2.47/SH&.2837:1 4/8/14
CSG,0,N/A,"instrument=CSG
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,0,0,7.55,7.98,0,0,0,0,0,8.82,6.34,"236,855,740",CHAMBERS STREET PROPERTIES N/C 12/18/15 385002100
CSH,27.77,Range Bound,"instrument=CSH
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-1.10%,"253,864",-.31,23.04,29.82,1,1,28.26,28.59,27.30,35.32,18.77,"25,412,546",CASH AMER INTL INC COM
CSI,18.49,N/A,"instrument=CSI
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+1.15%,"28,198",+.2098,17.79,18.69,14,0,18.30,18.49,18.2684,20.21,18.08,"4,908,000",CUTWATER SELECT INCOME FUND ETF
CSL,79.95,Range Bound,"instrument=CSL
trend=[null, RED_OVER_GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.34%,"615,181",+.27,77.26,83.42,3,3,80.42,81.33,78.73,104.99,78.85,"65,005,401",CARLISLE COS INC COM
CSP,<empty>,N/A,"instrument=CSP
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,AMERICAN STRATEGIC INCOME III .408545:1 EXC 9/8/14 25533B108
CSS,25.36,N/A,"instrument=CSS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+1.20%,"19,144",+.30,24.60,25.36,32,0,25.23,25.45,24.71,31.61,24.11,"9,030,893","CSS INDUSTRIES, INC COM"
CST,40.96,Range Bound,"instrument=CST
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.76%,"979,139",+.31,38.38,44.45,1,1,40.73,41.40,40.44,45.25,32.28,"75,614,354",CST BRANDS INC COM
CSTM,7.26,Range Bound,"instrument=CSTM
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.41%,"851,033",+.03,6.02,8.51,1,1,7.25,7.454,6.82,20.81,3.38,"105,027,055",CONSTELLIUM HOLDCO BV COM CLASS A
CSU,17.33,Downtrend,"instrument=CSU
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-7.18%,"627,108",-1.34,17.31,17.33,4,46,18.80,19.02,17.10,27.75,18.44,"29,518,876",CAPITAL SENIOR LIVING CORP COM
CSV,22.58,Range Bound,"instrument=CSV
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.53%,"144,395",+.12,18.72,26.47,1,1,22.54,22.76,22.1301,25.96,20.03,"17,331,814",CARRIAGE SERVICES INC COM
CSX,23.70,Range Bound,"instrument=CSX
trend=[GREEN, RED, RED, GREEN_OVER_RED, GREEN, GREEN, GREEN, GREEN, GREEN, RED]
headPointer=8
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.77%,"11,832,315",+.18,23.20,23.26,1,2,23.58,24.14,23.21,37.67,23.18,"974,944,790",CSX CORP COM
CTB,35.60,Range Bound,"instrument=CTB
trend=[null, GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.57%,"792,635",+.55,32.60,36.00,3,2,35.70,35.98,35.00,43.94,31.18,"56,046,353",COOPER TIRE & RUBBER CO COM
CTC,.68,N/A,"instrument=CTC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,0,0,0,0,0,0,0,0,0,0,0,0,IFM INVESTMENTS LTD ADS
CTL,23.40,Range Bound,"instrument=CTL
trend=[null, RED, GREEN, null, null, null, null, null, null, null]
headPointer=2
separatorPointer=2
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-2.99%,"6,017,563",-.72,23.26,23.39,6,1,24.35,24.37,23.30,40.59,23.83,"549,004,210",CENTURYLINK INC COM
CTS,16.07,Downtrend,"instrument=CTS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.12%,"91,757",-.02,13.32,18.80,1,1,16.21,16.27,15.72,20.25,15.30,"32,637,797",CTS CORP COM
CTU,26.02,N/A,"instrument=CTU
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.27%,"14,427",-.071,25.91,26.47,1,3,26.03,26.1196,25.96,26.75,25.41,0,QWEST CORP PFD 7% 07/01/2017 QRTLY
CTX,25.85,N/A,"instrument=CTX
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.38%,"16,677",-.0994,25.36,25.85,5,0,25.91,25.99,25.85,26.65,25.33,0,QWEST CORP PFD 7% DIV CALLABLE
CTZpA,<empty>,N/A,"instrument=CTZpA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,CITIZENS FUNDING TRUST COM
CUB,44.14,Range Bound,"instrument=CUB
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.41%,"149,103",-.18,40.33,47.88,1,1,44.68,44.905,43.75,54.31,39.83,"26,964,099",CUBIC CORP COM
CUBE,31.35,Range Bound,"instrument=CUBE
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.06%,"1,972,041",+.02,31.13,31.35,1,1,31.53,31.63,30.945,31.88,22.09,"172,527,010",CUBESMART COM
CUBEpA,26.08,N/A,"instrument=CUBEpA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.31%,"5,105",-.0799,26.05,26.08,2,2,26.15,26.15,26.06,27.79,25.24,0,CUBESMART REIT PFD SHARES
CUK,57.18,Range Bound,"instrument=CUK
trend=[null, RED_OVER_GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.69%,"325,548",+.95,56.67,62.06,2,2,56.79,57.27,56.42,58.08,43.30,"806,565,450",CARNIVAL PLC ADR
CUZ,8.86,Range Bound,"instrument=CUZ
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-2.10%,"2,835,716",-.19,8.72,10.13,4,1,9.11,9.11,8.8001,11.59,8.68,"214,670,760","COUSINS PROPERTIES, INC COM"
CUZpB,<empty>,N/A,"instrument=CUZpB
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,"COUSINS PROPERTIES, INC PFD CALLABLE 12-19-2009"
CVA,14.96,Range Bound,"instrument=CVA
trend=[null, RED, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-1.71%,"1,002,779",-.26,14.88,14.96,3,3,15.31,15.39,14.735,23.035,13.685,"133,169,737",COVANTA HOLDING CORP COM
CVB,10.5176,N/A,"instrument=CVB
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,95,0,10.36,10.79,2,0,0,0,0,13.77,10.01,"1,057,000",CORP-BACKED TRUST PFD 7.75% SERIES KMI CALLABLE
CVC,31.46,Range Bound,"instrument=CVC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+2.21%,"2,701,739",+.68,29.62,32.30,3,1,30.90,31.47,30.85,33.28,17.66,"276,698,260",CABLEVISION SYSTEMS CORP COM NY GRP-A
CVD,106.42,N/A,"instrument=CVD
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,0,0,0,0,0,0,0,0,0,<empty>,<empty>,<empty>,COVANCE INC 0.2686:1 & $75.76/SH 2/19/15
CVE,11.61,Range Bound,"instrument=CVE
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+1.31%,"2,836,155",+.15,11.53,11.63,3,4,11.64,11.67,11.24,21.12,11.19,"833,290,000",CENOVUS ENERGY INC COM
CVG,23.59,Range Bound,"instrument=CVG
trend=[null, RED_OVER_GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.38%,"510,581",+.09,19.59,23.99,3,3,23.71,23.84,23.19,26.595,18.81,"97,532,765",CONVERGYS CORP COM
CVI,37.30,Range Bound,"instrument=CVI
trend=[null, RED_OVER_GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.11%,"511,460",+.04,34.14,40.54,2,2,37.61,38.32,36.17,48.37,33.02,"86,831,050",CVR ENERGY INC COM
CVO,.77,Downtrend,"instrument=CVO
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-1.28%,"148,435",-.01,.77,1.10,0,35,.772,.7979,.70,2.70,.70,"67,873,560",CENVEO INC COM
CVRR,19.85,Range Bound,"instrument=CVRR
trend=[null, RED, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.10%,"291,631",+.02,19.01,19.94,10,3,20.06,20.25,19.03,22.74,13.37,"147,600,000",CVR REFINING LP COM UNIT
CVS,95.69,Range Bound,"instrument=CVS
trend=[null, RED, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.81%,"5,333,522",+.77,95.20,95.56,3,1,95.64,96.19,94.69,113.65,81.37,"1,107,317,130",CVS HEALTH CORPORATION COM
CVX,82.15,Range Bound,"instrument=CVX
trend=[null, RED, BRIGHT_RED, GREEN, RED, RED, RED_OVER_GREEN, RED, null, null]
headPointer=7
separatorPointer=7
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.71%,"13,462,303",+1.38,81.88,81.98,1,3,82.20,82.4001,79.69,112.93,69.58,"1,882,036,700",CHEVRON CORP COM
CW,70.52,Range Bound,"instrument=CW
trend=[null, RED_OVER_GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.41%,"273,687",+.98,66.82,74.09,2,2,70.24,70.52,69.28,77.57,58.00,"45,720,926",CURTISS WRIGHT CORP COM
CWH,<empty>,N/A,"instrument=CWH
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,COMMONWEALTH REIT N/C 8/1/14 294628102
CWHpD,<empty>,N/A,"instrument=CWHpD
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,COMMONWEALTH REIT N/C 8/1/14 294628201
CWHpE,<empty>,N/A,"instrument=CWHpE
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,COMMONWEALTH REIT N/C 8/1/14 294628409
CWT,23.40,Range Bound,"instrument=CWT
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.47%,"327,195",-.11,20.68,27.45,2,1,23.60,23.66,23.00,25.99,19.55,"47,876,087",CALIFORNIA WATER SERVICE GROUP COM
